Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
Oslo - Blindern;SN18700;05.05.2026;13,3
Oslo - Bygdøy Ii;SN18810;05.05.2026;12,1
Oslo - Hovin;SN18210;05.05.2026;11,6
Tryvannshøgda;SN18950;05.05.2026;9
Trondheim - Voll;SN68860;05.05.2026;4,9
Trondheim - Voll Plu;SN68863;05.05.2026;5,2
Stavanger - Våland;SN44640;05.05.2026;8,4
Bergen - Florida;SN50540;05.05.2026;7,5
Bergen - Florida Uib;SN50539;05.05.2026;7,5
Bjørnholt;SN18500;06.05.2026;11,9
Oslo - Blindern;SN18700;06.05.2026;13,4
Oslo - Bygdøy Ii;SN18810;06.05.2026;13,4
Oslo - Hovin;SN18210;06.05.2026;12,2
Tryvannshøgda;SN18950;06.05.2026;10,3
Trondheim - Voll;SN68860;06.05.2026;7,1
Trondheim - Voll Plu;SN68863;06.05.2026;7,2
Stavanger - Våland;SN44640;06.05.2026;10,3
Bergen - Florida;SN50540;06.05.2026;8,8
Bergen - Florida Uib;SN50539;06.05.2026;8,9
Bjørnholt;SN18500;07.05.2026;13,6
Oslo - Blindern;SN18700;07.05.2026;14,7
Oslo - Bygdøy Ii;SN18810;07.05.2026;15
Oslo - Hovin;SN18210;07.05.2026;14,5
Tryvannshøgda;SN18950;07.05.2026;12,1
Trondheim - Voll;SN68860;07.05.2026;8,7
Trondheim - Voll Plu;SN68863;07.05.2026;9,2
Stavanger - Våland;SN44640;07.05.2026;13
Bergen - Florida;SN50540;07.05.2026;12,2
Bergen - Florida Uib;SN50539;07.05.2026;12,2
Bjørnholt;SN18500;08.05.2026;14,8
Oslo - Blindern;SN18700;08.05.2026;16
Oslo - Bygdøy Ii;SN18810;08.05.2026;17
Oslo - Hovin;SN18210;08.05.2026;15,9
Tryvannshøgda;SN18950;08.05.2026;12,5
Trondheim - Voll;SN68860;08.05.2026;16,6
Trondheim - Voll Plu;SN68863;08.05.2026;16,9
Stavanger - Våland;SN44640;08.05.2026;15
Bergen - Florida;SN50540;08.05.2026;12,6
Bergen - Florida Uib;SN50539;08.05.2026;12,5
Bjørnholt;SN18500;09.05.2026;13,8
Oslo - Blindern;SN18700;09.05.2026;16,4
Oslo - Bygdøy Ii;SN18810;09.05.2026;16
Oslo - Hovin;SN18210;09.05.2026;16
Tryvannshøgda;SN18950;09.05.2026;11,6
Trondheim - Voll;SN68860;09.05.2026;14
Trondheim - Voll Plu;SN68863;09.05.2026;14
Stavanger - Våland;SN44640;09.05.2026;12,1
Bergen - Florida;SN50540;09.05.2026;10,3
Bergen - Florida Uib;SN50539;09.05.2026;10,3
Bjørnholt;SN18500;10.05.2026;9,8
Oslo - Blindern;SN18700;10.05.2026;12,6
Oslo - Bygdøy Ii;SN18810;10.05.2026;12,5
Oslo - Hovin;SN18210;10.05.2026;11,9
Tryvannshøgda;SN18950;10.05.2026;9,1
Trondheim - Voll;SN68860;10.05.2026;9,3
Trondheim - Voll Plu;SN68863;10.05.2026;9,3
Stavanger - Våland;SN44640;10.05.2026;9,3
Bergen - Florida;SN50540;10.05.2026;8,1
Bergen - Florida Uib;SN50539;10.05.2026;8,1
Bjørnholt;SN18500;11.05.2026;8,8
Oslo - Blindern;SN18700;11.05.2026;11,6
Oslo - Bygdøy Ii;SN18810;11.05.2026;10,7
Oslo - Hovin;SN18210;11.05.2026;10,6
Tryvannshøgda;SN18950;11.05.2026;7,7
Trondheim - Voll;SN68860;11.05.2026;9
Trondheim - Voll Plu;SN68863;11.05.2026;9,4
Stavanger - Våland;SN44640;11.05.2026;11,7
Bergen - Florida;SN50540;11.05.2026;11,8
Bergen - Florida Uib;SN50539;11.05.2026;11,8
Bjørnholt;SN18500;12.05.2026;13,6
Oslo - Blindern;SN18700;12.05.2026;15,3
Oslo - Bygdøy Ii;SN18810;12.05.2026;15,4
Oslo - Hovin;SN18210;12.05.2026;15,3
Tryvannshøgda;SN18950;12.05.2026;11,8
Trondheim - Voll;SN68860;12.05.2026;12,4
Trondheim - Voll Plu;SN68863;12.05.2026;12,5
Stavanger - Våland;SN44640;12.05.2026;10
Bergen - Florida;SN50540;12.05.2026;11,4
Bergen - Florida Uib;SN50539;12.05.2026;11,5
Bjørnholt;SN18500;13.05.2026;13,1
Oslo - Blindern;SN18700;13.05.2026;14,4
Oslo - Bygdøy Ii;SN18810;13.05.2026;14,7
Oslo - Hovin;SN18210;13.05.2026;14,3
Tryvannshøgda;SN18950;13.05.2026;11,5
Trondheim - Voll;SN68860;13.05.2026;15
Trondheim - Voll Plu;SN68863;13.05.2026;15,4
Stavanger - Våland;SN44640;13.05.2026;13,3
Bergen - Florida;SN50540;13.05.2026;12,7
Bergen - Florida Uib;SN50539;13.05.2026;12,8
Bjørnholt;SN18500;14.05.2026;9
Oslo - Blindern;SN18700;14.05.2026;11,4
Oslo - Bygdøy Ii;SN18810;14.05.2026;11,8
Oslo - Hovin;SN18210;14.05.2026;11,6
Tryvannshøgda;SN18950;14.05.2026;7,2
Trondheim - Voll;SN68860;14.05.2026;12,6
Trondheim - Voll Plu;SN68863;14.05.2026;12,4
Stavanger - Våland;SN44640;14.05.2026;11,1
Bergen - Florida;SN50540;14.05.2026;11,3
Bergen - Florida Uib;SN50539;14.05.2026;11,3
Bjørnholt;SN18500;15.05.2026;9,8
Oslo - Blindern;SN18700;15.05.2026;12,6
Oslo - Bygdøy Ii;SN18810;15.05.2026;12,2
Oslo - Hovin;SN18210;15.05.2026;11,3
Tryvannshøgda;SN18950;15.05.2026;8,7
Trondheim - Voll;SN68860;15.05.2026;14,5
Trondheim - Voll Plu;SN68863;15.05.2026;14,5
Stavanger - Våland;SN44640;15.05.2026;11,9
Bergen - Florida;SN50540;15.05.2026;15,9
Bergen - Florida Uib;SN50539;15.05.2026;15,7
Bjørnholt;SN18500;16.05.2026;9,5
Oslo - Blindern;SN18700;16.05.2026;11,6
Oslo - Bygdøy Ii;SN18810;16.05.2026;12,2
Oslo - Hovin;SN18210;16.05.2026;11,5
Tryvannshøgda;SN18950;16.05.2026;8,1
Trondheim - Voll;SN68860;16.05.2026;13,5
Trondheim - Voll Plu;SN68863;16.05.2026;13,5
Stavanger - Våland;SN44640;16.05.2026;13,9
Bergen - Florida;SN50540;16.05.2026;17,7
Bergen - Florida Uib;SN50539;16.05.2026;17,8
Bjørnholt;SN18500;17.05.2026;12,1
Oslo - Blindern;SN18700;17.05.2026;15
Oslo - Bygdøy Ii;SN18810;17.05.2026;14,9
Oslo - Hovin;SN18210;17.05.2026;14,2
Tryvannshøgda;SN18950;17.05.2026;10,5
Trondheim - Voll;SN68860;17.05.2026;14,5
Trondheim - Voll Plu;SN68863;17.05.2026;14,6
Stavanger - Våland;SN44640;17.05.2026;14,8
Bergen - Florida;SN50540;17.05.2026;13,4
Bergen - Florida Uib;SN50539;17.05.2026;13,4
Bjørnholt;SN18500;18.05.2026;17,2
Oslo - Blindern;SN18700;18.05.2026;19,1
Oslo - Bygdøy Ii;SN18810;18.05.2026;17,4
Oslo - Hovin;SN18210;18.05.2026;16,7
Tryvannshøgda;SN18950;18.05.2026;13,8
Trondheim - Voll;SN68860;18.05.2026;18,8
Trondheim - Voll Plu;SN68863;18.05.2026;18,9
Stavanger - Våland;SN44640;18.05.2026;12,1
Bergen - Florida;SN50540;18.05.2026;15
Bergen - Florida Uib;SN50539;18.05.2026;14,9
Bjørnholt;SN18500;19.05.2026;18,9
Oslo - Blindern;SN18700;19.05.2026;20,6
Oslo - Bygdøy Ii;SN18810;19.05.2026;20,1
Oslo - Hovin;SN18210;19.05.2026;19
Tryvannshøgda;SN18950;19.05.2026;16,7
Trondheim - Voll;SN68860;19.05.2026;21,3
Trondheim - Voll Plu;SN68863;19.05.2026;21,4
Stavanger - Våland;SN44640;19.05.2026;16,8
Bergen - Florida;SN50540;19.05.2026;17,2
Bergen - Florida Uib;SN50539;19.05.2026;17,3
Bjørnholt;SN18500;20.05.2026;18,4
Oslo - Blindern;SN18700;20.05.2026;19,8
Oslo - Bygdøy Ii;SN18810;20.05.2026;19,2
Oslo - Hovin;SN18210;20.05.2026;18,3
Tryvannshøgda;SN18950;20.05.2026;15,6
Trondheim - Voll;SN68860;20.05.2026;20,9
Trondheim - Voll Plu;SN68863;20.05.2026;21,2
Stavanger - Våland;SN44640;20.05.2026;17,5
Bergen - Florida;SN50540;20.05.2026;19,3
Bergen - Florida Uib;SN50539;20.05.2026;19,3
Bjørnholt;SN18500;21.05.2026;17,2
Oslo - Blindern;SN18700;21.05.2026;17,9
Oslo - Bygdøy Ii;SN18810;21.05.2026;17,8
Oslo - Hovin;SN18210;21.05.2026;17,4
Tryvannshøgda;SN18950;21.05.2026;14,7
Trondheim - Voll;SN68860;21.05.2026;19,8
Trondheim - Voll Plu;SN68863;21.05.2026;19,5
Stavanger - Våland;SN44640;21.05.2026;16,2
Bergen - Florida;SN50540;21.05.2026;17,3
Bergen - Florida Uib;SN50539;21.05.2026;17,3
Bjørnholt;SN18500;22.05.2026;21,6
Oslo - Blindern;SN18700;22.05.2026;22,6
Oslo - Bygdøy Ii;SN18810;22.05.2026;21,7
Oslo - Hovin;SN18210;22.05.2026;21,9
Tryvannshøgda;SN18950;22.05.2026;18,6
Trondheim - Voll;SN68860;22.05.2026;16,5
Trondheim - Voll Plu;SN68863;22.05.2026;16,2
Stavanger - Våland;SN44640;22.05.2026;18,8
Bergen - Florida;SN50540;22.05.2026;15,7
Bergen - Florida Uib;SN50539;22.05.2026;15,7
Bjørnholt;SN18500;23.05.2026;17,8
Oslo - Blindern;SN18700;23.05.2026;20,7
Oslo - Bygdøy Ii;SN18810;23.05.2026;21,4
Oslo - Hovin;SN18210;23.05.2026;20,5
Tryvannshøgda;SN18950;23.05.2026;16,2
Trondheim - Voll;SN68860;23.05.2026;15,4
Trondheim - Voll Plu;SN68863;23.05.2026;15,4
Stavanger - Våland;SN44640;23.05.2026;18,1
Bergen - Florida;SN50540;23.05.2026;16,5
Bergen - Florida Uib;SN50539;23.05.2026;16,5
Bjørnholt;SN18500;24.05.2026;20,2
Oslo - Blindern;SN18700;24.05.2026;22,9
Oslo - Bygdøy Ii;SN18810;24.05.2026;22
Oslo - Hovin;SN18210;24.05.2026;21,7
Tryvannshøgda;SN18950;24.05.2026;19
Trondheim - Voll;SN68860;24.05.2026;13,5
Trondheim - Voll Plu;SN68863;24.05.2026;13,7
Stavanger - Våland;SN44640;24.05.2026;18,2
Bergen - Florida;SN50540;24.05.2026;13,9
Bergen - Florida Uib;SN50539;24.05.2026;14
Bjørnholt;SN18500;25.05.2026;19,7
Oslo - Blindern;SN18700;25.05.2026;22
Oslo - Bygdøy Ii;SN18810;25.05.2026;21,4
Oslo - Hovin;SN18210;25.05.2026;20,7
Tryvannshøgda;SN18950;25.05.2026;17,8
Trondheim - Voll;SN68860;25.05.2026;11,2
Trondheim - Voll Plu;SN68863;25.05.2026;11,3
Stavanger - Våland;SN44640;25.05.2026;17,4
Bergen - Florida;SN50540;25.05.2026;12,1
Bergen - Florida Uib;SN50539;25.05.2026;12,1
Bjørnholt;SN18500;26.05.2026;18,6
Oslo - Blindern;SN18700;26.05.2026;20,6
Oslo - Bygdøy Ii;SN18810;26.05.2026;20,4
Oslo - Hovin;SN18210;26.05.2026;19,7
Tryvannshøgda;SN18950;26.05.2026;16,8
Trondheim - Voll;SN68860;26.05.2026;10,3
Trondheim - Voll Plu;SN68863;26.05.2026;10,4
Stavanger - Våland;SN44640;26.05.2026;14,8
Bergen - Florida;SN50540;26.05.2026;13,2
Bergen - Florida Uib;SN50539;26.05.2026;13,2
Bjørnholt;SN18500;27.05.2026;17,9
Oslo - Blindern;SN18700;27.05.2026;20,5
Oslo - Bygdøy Ii;SN18810;27.05.2026;20,4
Oslo - Hovin;SN18210;27.05.2026;18,8
Tryvannshøgda;SN18950;27.05.2026;16,8
Trondheim - Voll;SN68860;27.05.2026;8,3
Trondheim - Voll Plu;SN68863;27.05.2026;8,5
Stavanger - Våland;SN44640;27.05.2026;14,6
Bergen - Florida;SN50540;27.05.2026;15,3
Bergen - Florida Uib;SN50539;27.05.2026;15,4
Bjørnholt;SN18500;28.05.2026;19,5
Oslo - Blindern;SN18700;28.05.2026;20,2
Oslo - Bygdøy Ii;SN18810;28.05.2026;19,3
Oslo - Hovin;SN18210;28.05.2026;19,5
Tryvannshøgda;SN18950;28.05.2026;16
Trondheim - Voll;SN68860;28.05.2026;10,6
Trondheim - Voll Plu;SN68863;28.05.2026;10,8
Stavanger - Våland;SN44640;28.05.2026;17,3
Bergen - Florida;SN50540;28.05.2026;18,1
Bergen - Florida Uib;SN50539;28.05.2026;18
Bjørnholt;SN18500;29.05.2026;22
Oslo - Blindern;SN18700;29.05.2026;22,1
Oslo - Bygdøy Ii;SN18810;29.05.2026;21,9
Oslo - Hovin;SN18210;29.05.2026;22
Tryvannshøgda;SN18950;29.05.2026;18,6
Trondheim - Voll;SN68860;29.05.2026;14,9
Trondheim - Voll Plu;SN68863;29.05.2026;15
Stavanger - Våland;SN44640;29.05.2026;19,9
Bergen - Florida;SN50540;29.05.2026;19,7
Bergen - Florida Uib;SN50539;29.05.2026;19,6
Bjørnholt;SN18500;30.05.2026;22,2
Oslo - Blindern;SN18700;30.05.2026;22,9
Oslo - Bygdøy Ii;SN18810;30.05.2026;23,5
Oslo - Hovin;SN18210;30.05.2026;22,4
Tryvannshøgda;SN18950;30.05.2026;20,6
Trondheim - Voll;SN68860;30.05.2026;14,2
Trondheim - Voll Plu;SN68863;30.05.2026;14,3
Stavanger - Våland;SN44640;30.05.2026;14,1
Bergen - Florida;SN50540;30.05.2026;13,6
Bergen - Florida Uib;SN50539;30.05.2026;13,6
Bjørnholt;SN18500;31.05.2026;21,3
Oslo - Blindern;SN18700;31.05.2026;23,4
Oslo - Bygdøy Ii;SN18810;31.05.2026;24,1
Oslo - Hovin;SN18210;31.05.2026;22,9
Tryvannshøgda;SN18950;31.05.2026;20,2
Trondheim - Voll;SN68860;31.05.2026;18,2
Trondheim - Voll Plu;SN68863;31.05.2026;18,4
Stavanger - Våland;SN44640;31.05.2026;14,9
Bergen - Florida;SN50540;31.05.2026;14,2
Bergen - Florida Uib;SN50539;31.05.2026;14,2
Bjørnholt;SN18500;01.06.2026;16,8
Oslo - Blindern;SN18700;01.06.2026;18,7
Oslo - Bygdøy Ii;SN18810;01.06.2026;19,6
Oslo - Hovin;SN18210;01.06.2026;17,9
Tryvannshøgda;SN18950;01.06.2026;15,1
Trondheim - Voll;SN68860;01.06.2026;21
Trondheim - Voll Plu;SN68863;01.06.2026;20,8
Stavanger - Våland;SN44640;01.06.2026;16,6
Bergen - Florida;SN50540;01.06.2026;15,1
Bergen - Florida Uib;SN50539;01.06.2026;15,1
Bjørnholt;SN18500;02.06.2026;16,5
Oslo - Blindern;SN18700;02.06.2026;19,3
Oslo - Bygdøy Ii;SN18810;02.06.2026;18,5
Oslo - Hovin;SN18210;02.06.2026;17,8
Tryvannshøgda;SN18950;02.06.2026;13,8
Trondheim - Voll;SN68860;02.06.2026;19,5
Trondheim - Voll Plu;SN68863;02.06.2026;19,4
Stavanger - Våland;SN44640;02.06.2026;17,8
Bergen - Florida;SN50540;02.06.2026;19,1
Bergen - Florida Uib;SN50539;02.06.2026;19
Bjørnholt;SN18500;03.06.2026;21,9
Oslo - Blindern;SN18700;03.06.2026;23,5
Oslo - Bygdøy Ii;SN18810;03.06.2026;24,4
Oslo - Hovin;SN18210;03.06.2026;23
Tryvannshøgda;SN18950;03.06.2026;20
Trondheim - Voll;SN68860;03.06.2026;22,4
Trondheim - Voll Plu;SN68863;03.06.2026;22,3
Stavanger - Våland;SN44640;03.06.2026;18,7
Bergen - Florida;SN50540;03.06.2026;22,7
Bergen - Florida Uib;SN50539;03.06.2026;22,5
Bjørnholt;SN18500;04.06.2026;13,8
Oslo - Blindern;SN18700;04.06.2026;17,2
Oslo - Bygdøy Ii;SN18810;04.06.2026;17,1
Oslo - Hovin;SN18210;04.06.2026;18
Tryvannshøgda;SN18950;04.06.2026;12,8
Trondheim - Voll;SN68860;04.06.2026;21,8
Trondheim - Voll Plu;SN68863;04.06.2026;21,7
Stavanger - Våland;SN44640;04.06.2026;17,1
Bergen - Florida;SN50540;04.06.2026;17,6
Bergen - Florida Uib;SN50539;04.06.2026;17,6
Bjørnholt;SN18500;05.06.2026;15,4
Oslo - Blindern;SN18700;05.06.2026;17,7
Oslo - Bygdøy Ii;SN18810;05.06.2026;18
Oslo - Hovin;SN18210;05.06.2026;17,7
Tryvannshøgda;SN18950;05.06.2026;12,2
Trondheim - Voll;SN68860;05.06.2026;19,7
Trondheim - Voll Plu;SN68863;05.06.2026;19,7
Stavanger - Våland;SN44640;05.06.2026;14,8
Bergen - Florida;SN50540;05.06.2026;15,6
Bergen - Florida Uib;SN50539;05.06.2026;15,7
Bjørnholt;SN18500;06.06.2026;17,8
Oslo - Blindern;SN18700;06.06.2026;20,5
Oslo - Bygdøy Ii;SN18810;06.06.2026;19,8
Oslo - Hovin;SN18210;06.06.2026;19
Tryvannshøgda;SN18950;06.06.2026;16,2
Trondheim - Voll;SN68860;06.06.2026;17,2
Trondheim - Voll Plu;SN68863;06.06.2026;17,3
Stavanger - Våland;SN44640;06.06.2026;18,3
Bergen - Florida;SN50540;06.06.2026;18,6
Bergen - Florida Uib;SN50539;06.06.2026;18,6
Bjørnholt;SN18500;07.06.2026;19,9
Oslo - Blindern;SN18700;07.06.2026;20,5
Oslo - Bygdøy Ii;SN18810;07.06.2026;21,1
Oslo - Hovin;SN18210;07.06.2026;20,4
Tryvannshøgda;SN18950;07.06.2026;15,7
Trondheim - Voll;SN68860;07.06.2026;16,3
Trondheim - Voll Plu;SN68863;07.06.2026;16,2
Stavanger - Våland;SN44640;07.06.2026;19
Bergen - Florida;SN50540;07.06.2026;20,7
Bergen - Florida Uib;SN50539;07.06.2026;20,7
Bjørnholt;SN18500;08.06.2026;17,3
Oslo - Blindern;SN18700;08.06.2026;19,7
Oslo - Bygdøy Ii;SN18810;08.06.2026;19,4
Oslo - Hovin;SN18210;08.06.2026;19,5
Tryvannshøgda;SN18950;08.06.2026;14,3
Trondheim - Voll;SN68860;08.06.2026;24,1
Trondheim - Voll Plu;SN68863;08.06.2026;24,2
Stavanger - Våland;SN44640;08.06.2026;15,5
Bergen - Florida;SN50540;08.06.2026;15,8
Bergen - Florida Uib;SN50539;08.06.2026;15,8
Bjørnholt;SN18500;09.06.2026;14,3
Oslo - Blindern;SN18700;09.06.2026;16,4
Oslo - Bygdøy Ii;SN18810;09.06.2026;16,8
Oslo - Hovin;SN18210;09.06.2026;16,8
Tryvannshøgda;SN18950;09.06.2026;12,6
Trondheim - Voll;SN68860;09.06.2026;22,7
Trondheim - Voll Plu;SN68863;09.06.2026;22,9
Stavanger - Våland;SN44640;09.06.2026;13,4
Bergen - Florida;SN50540;09.06.2026;13,5
Bergen - Florida Uib;SN50539;09.06.2026;13,4
Bjørnholt;SN18500;10.06.2026;16,1
Oslo - Blindern;SN18700;10.06.2026;18,2
Oslo - Bygdøy Ii;SN18810;10.06.2026;18,6
Oslo - Hovin;SN18210;10.06.2026;17,4
Tryvannshøgda;SN18950;10.06.2026;13,6
Trondheim - Voll;SN68860;10.06.2026;18,9
Trondheim - Voll Plu;SN68863;10.06.2026;18,7
Stavanger - Våland;SN44640;10.06.2026;14,6
Bergen - Florida;SN50540;10.06.2026;15,2
Bergen - Florida Uib;SN50539;10.06.2026;15,2
Bjørnholt;SN18500;11.06.2026;18,3
Oslo - Blindern;SN18700;11.06.2026;19,1
Oslo - Bygdøy Ii;SN18810;11.06.2026;19,3
Oslo - Hovin;SN18210;11.06.2026;18,4
Tryvannshøgda;SN18950;11.06.2026;15
Trondheim - Voll;SN68860;11.06.2026;15
Trondheim - Voll Plu;SN68863;11.06.2026;15
Stavanger - Våland;SN44640;11.06.2026;16,6
Bergen - Florida;SN50540;11.06.2026;14,6
Bergen - Florida Uib;SN50539;11.06.2026;14,6
Bjørnholt;SN18500;12.06.2026;15,9
Oslo - Blindern;SN18700;12.06.2026;17,4
Oslo - Bygdøy Ii;SN18810;12.06.2026;17,8
Oslo - Hovin;SN18210;12.06.2026;17
Tryvannshøgda;SN18950;12.06.2026;13,7
Trondheim - Voll;SN68860;12.06.2026;19,2
Trondheim - Voll Plu;SN68863;12.06.2026;19,3
Stavanger - Våland;SN44640;12.06.2026;13,7
Bergen - Florida;SN50540;12.06.2026;14,3
Bergen - Florida Uib;SN50539;12.06.2026;14,3
Bjørnholt;SN18500;13.06.2026;13,2
Oslo - Blindern;SN18700;13.06.2026;16,4
Oslo - Bygdøy Ii;SN18810;13.06.2026;16,9
Oslo - Hovin;SN18210;13.06.2026;15,8
Tryvannshøgda;SN18950;13.06.2026;11,5
Trondheim - Voll;SN68860;13.06.2026;19,5
Trondheim - Voll Plu;SN68863;13.06.2026;19,7
Stavanger - Våland;SN44640;13.06.2026;15,5
Bergen - Florida;SN50540;13.06.2026;17
Bergen - Florida Uib;SN50539;13.06.2026;17,1
Bjørnholt;SN18500;14.06.2026;17,3
Oslo - Blindern;SN18700;14.06.2026;20,2
Oslo - Bygdøy Ii;SN18810;14.06.2026;20,6
Oslo - Hovin;SN18210;14.06.2026;20
Tryvannshøgda;SN18950;14.06.2026;16,5
Trondheim - Voll;SN68860;14.06.2026;15,1
Trondheim - Voll Plu;SN68863;14.06.2026;15
Stavanger - Våland;SN44640;14.06.2026;19,5
Bergen - Florida;SN50540;14.06.2026;23,3
Bergen - Florida Uib;SN50539;14.06.2026;23,2
Bjørnholt;SN18500;15.06.2026;17,7
Oslo - Blindern;SN18700;15.06.2026;19,4
Oslo - Bygdøy Ii;SN18810;15.06.2026;20
Oslo - Hovin;SN18210;15.06.2026;19,2
Tryvannshøgda;SN18950;15.06.2026;16,7
Trondheim - Voll;SN68860;15.06.2026;11,3
Trondheim - Voll Plu;SN68863;15.06.2026;11,3
Stavanger - Våland;SN44640;15.06.2026;16,9
Bergen - Florida;SN50540;15.06.2026;18,9
Bergen - Florida Uib;SN50539;15.06.2026;18,8
Bjørnholt;SN18500;16.06.2026;20,9
Oslo - Blindern;SN18700;16.06.2026;22,6
Oslo - Bygdøy Ii;SN18810;16.06.2026;22,6
Oslo - Hovin;SN18210;16.06.2026;21,6
Tryvannshøgda;SN18950;16.06.2026;18,6
Trondheim - Voll;SN68860;16.06.2026;14,4
Trondheim - Voll Plu;SN68863;16.06.2026;14,5
Stavanger - Våland;SN44640;16.06.2026;14,9
Bergen - Florida;SN50540;16.06.2026;18,1
Bergen - Florida Uib;SN50539;16.06.2026;18,2
Bjørnholt;SN18500;17.06.2026;20,2
Oslo - Blindern;SN18700;17.06.2026;21,5
Oslo - Bygdøy Ii;SN18810;17.06.2026;20,7
Oslo - Hovin;SN18210;17.06.2026;20,1
Tryvannshøgda;SN18950;17.06.2026;17,2
Trondheim - Voll;SN68860;17.06.2026;17,4
Trondheim - Voll Plu;SN68863;17.06.2026;17,6
Stavanger - Våland;SN44640;17.06.2026;13,6
Bergen - Florida;SN50540;17.06.2026;14,9
Bergen - Florida Uib;SN50539;17.06.2026;14,9
Bjørnholt;SN18500;18.06.2026;23,9
Oslo - Blindern;SN18700;18.06.2026;24,8
Oslo - Bygdøy Ii;SN18810;18.06.2026;25
Oslo - Hovin;SN18210;18.06.2026;24,8
Tryvannshøgda;SN18950;18.06.2026;21,5
Trondheim - Voll;SN68860;18.06.2026;16,3
Trondheim - Voll Plu;SN68863;18.06.2026;16,3
Stavanger - Våland;SN44640;18.06.2026;21,7
Bergen - Florida;SN50540;18.06.2026;19,4
Bergen - Florida Uib;SN50539;18.06.2026;19,3
Bjørnholt;SN18500;19.06.2026;21,9
Oslo - Blindern;SN18700;19.06.2026;22,9
Oslo - Bygdøy Ii;SN18810;19.06.2026;22,8
Oslo - Hovin;SN18210;19.06.2026;22,2
Tryvannshøgda;SN18950;19.06.2026;19,1
Trondheim - Voll;SN68860;19.06.2026;20,5
Trondheim - Voll Plu;SN68863;19.06.2026;20,3
Stavanger - Våland;SN44640;19.06.2026;24,6
Bergen - Florida;SN50540;19.06.2026;20,3
Bergen - Florida Uib;SN50539;19.06.2026;20,3
Bjørnholt;SN18500;20.06.2026;20,6
Oslo - Blindern;SN18700;20.06.2026;22,7
Oslo - Bygdøy Ii;SN18810;20.06.2026;24,2
Oslo - Hovin;SN18210;20.06.2026;23
Tryvannshøgda;SN18950;20.06.2026;17,8
Trondheim - Voll;SN68860;20.06.2026;21,8
Trondheim - Voll Plu;SN68863;20.06.2026;21,6
Stavanger - Våland;SN44640;20.06.2026;22,1
Bergen - Florida;SN50540;20.06.2026;20,5
Bergen - Florida Uib;SN50539;20.06.2026;20,5
Bjørnholt;SN18500;21.06.2026;21,4
Oslo - Blindern;SN18700;21.06.2026;24,1
Oslo - Bygdøy Ii;SN18810;21.06.2026;23,7
Oslo - Hovin;SN18210;21.06.2026;23,6
Tryvannshøgda;SN18950;21.06.2026;20,1
Trondheim - Voll;SN68860;21.06.2026;15,6
Trondheim - Voll Plu;SN68863;21.06.2026;15,8
Stavanger - Våland;SN44640;21.06.2026;20
Bergen - Florida;SN50540;21.06.2026;17
Bergen - Florida Uib;SN50539;21.06.2026;17,1
Bjørnholt;SN18500;22.06.2026;21,3
Oslo - Blindern;SN18700;22.06.2026;22,7
Oslo - Bygdøy Ii;SN18810;22.06.2026;22,8
Oslo - Hovin;SN18210;22.06.2026;22,1
Tryvannshøgda;SN18950;22.06.2026;19,5
Trondheim - Voll;SN68860;22.06.2026;14,4
Trondheim - Voll Plu;SN68863;22.06.2026;14,4
Stavanger - Våland;SN44640;22.06.2026;19
Bergen - Florida;SN50540;22.06.2026;18,2
Bergen - Florida Uib;SN50539;22.06.2026;18,1
Bjørnholt;SN18500;23.06.2026;21
Oslo - Blindern;SN18700;23.06.2026;22,1
Oslo - Bygdøy Ii;SN18810;23.06.2026;22,1
Oslo - Hovin;SN18210;23.06.2026;22
Tryvannshøgda;SN18950;23.06.2026;18,8
Trondheim - Voll;SN68860;23.06.2026;13,3
Trondheim - Voll Plu;SN68863;23.06.2026;13,3
Stavanger - Våland;SN44640;23.06.2026;17
Bergen - Florida;SN50540;23.06.2026;15,8
Bergen - Florida Uib;SN50539;23.06.2026;15,8
Bjørnholt;SN18500;24.06.2026;25,5
Oslo - Blindern;SN18700;24.06.2026;25,8
Oslo - Bygdøy Ii;SN18810;24.06.2026;26,3
Oslo - Hovin;SN18210;24.06.2026;26,1
Tryvannshøgda;SN18950;24.06.2026;22,5
Trondheim - Voll;SN68860;24.06.2026;14,3
Trondheim - Voll Plu;SN68863;24.06.2026;14,3
Stavanger - Våland;SN44640;24.06.2026;19,6
Bergen - Florida;SN50540;24.06.2026;18,3
Bergen - Florida Uib;SN50539;24.06.2026;18,3
Bjørnholt;SN18500;25.06.2026;25,4
Oslo - Blindern;SN18700;25.06.2026;27,7
Oslo - Bygdøy Ii;SN18810;25.06.2026;27,6
Oslo - Hovin;SN18210;25.06.2026;27,4
Tryvannshøgda;SN18950;25.06.2026;24,1
Trondheim - Voll;SN68860;25.06.2026;14,1
Trondheim - Voll Plu;SN68863;25.06.2026;14,1
Stavanger - Våland;SN44640;25.06.2026;20,9
Bergen - Florida;SN50540;25.06.2026;16,6
Bergen - Florida Uib;SN50539;25.06.2026;16,6
Bjørnholt;SN18500;26.06.2026;23,1
Oslo - Blindern;SN18700;26.06.2026;24,4
Oslo - Bygdøy Ii;SN18810;26.06.2026;26
Oslo - Hovin;SN18210;26.06.2026;25,8
Tryvannshøgda;SN18950;26.06.2026;20,6
Trondheim - Voll;SN68860;26.06.2026;15
Trondheim - Voll Plu;SN68863;26.06.2026;15
