Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
Lade;SN68050;03.05.2024;21,4
Åsane;SN50810;03.05.2024;24,1
Skredderdalen;SN50570;03.05.2024;22,5
Bergen - Florida;SN50540;03.05.2024;24,5
Bergen - Florida Uib;SN50539;03.05.2024;24,6
Gullfjellet;SN50865;03.05.2024;21,2
Sædalen;SN50503;03.05.2024;23,9
Flesland;SN50500;03.05.2024;22,9
E18 Hjortnes;SN18690;04.05.2024;23,3
Oslo - Blindern;SN18700;04.05.2024;23,7
Oslo - Bygdøy Ii;SN18810;04.05.2024;23,9
Oslo - Hovin;SN18210;04.05.2024;22,4
Oslo - Sofienberg;SN18315;04.05.2024;24
Stavanger - Våland;SN44640;04.05.2024;19,3
Lade;SN68050;04.05.2024;21,3
Åsane;SN50810;04.05.2024;22,4
Skredderdalen;SN50570;04.05.2024;21,1
Bergen - Florida;SN50540;04.05.2024;22,7
Bergen - Florida Uib;SN50539;04.05.2024;22,7
Gullfjellet;SN50865;04.05.2024;20,7
Sædalen;SN50503;04.05.2024;22,3
Flesland;SN50500;04.05.2024;20,4
E18 Hjortnes;SN18690;05.05.2024;19
Oslo - Blindern;SN18700;05.05.2024;20,6
Oslo - Bygdøy Ii;SN18810;05.05.2024;20,4
Oslo - Hovin;SN18210;05.05.2024;20,7
Oslo - Sofienberg;SN18315;05.05.2024;18,9
Stavanger - Våland;SN44640;05.05.2024;13,4
Lade;SN68050;05.05.2024;18,9
Åsane;SN50810;05.05.2024;15,4
Skredderdalen;SN50570;05.05.2024;14
Bergen - Florida;SN50540;05.05.2024;16,3
Bergen - Florida Uib;SN50539;05.05.2024;16,5
Gullfjellet;SN50865;05.05.2024;14,7
Sædalen;SN50503;05.05.2024;15,2
Flesland;SN50500;05.05.2024;14,9
E18 Hjortnes;SN18690;06.05.2024;14,9
Oslo - Blindern;SN18700;06.05.2024;14,5
Oslo - Bygdøy Ii;SN18810;06.05.2024;14,6
Oslo - Hovin;SN18210;06.05.2024;14,3
Oslo - Sofienberg;SN18315;06.05.2024;15,1
Stavanger - Våland;SN44640;06.05.2024;13,5
Lade;SN68050;06.05.2024;16,5
Åsane;SN50810;06.05.2024;16
Skredderdalen;SN50570;06.05.2024;15,1
Bergen - Florida;SN50540;06.05.2024;17,1
Bergen - Florida Uib;SN50539;06.05.2024;17,1
Gullfjellet;SN50865;06.05.2024;16
Sædalen;SN50503;06.05.2024;16,7
Flesland;SN50500;06.05.2024;15,3
E18 Hjortnes;SN18690;07.05.2024;15,3
Oslo - Blindern;SN18700;07.05.2024;16,1
Oslo - Bygdøy Ii;SN18810;07.05.2024;15,8
Oslo - Hovin;SN18210;07.05.2024;15,1
Oslo - Sofienberg;SN18315;07.05.2024;17,1
Stavanger - Våland;SN44640;07.05.2024;14,9
Lade;SN68050;07.05.2024;13
Åsane;SN50810;07.05.2024;13,3
Skredderdalen;SN50570;07.05.2024;12,4
Bergen - Florida;SN50540;07.05.2024;14,4
Bergen - Florida Uib;SN50539;07.05.2024;14,4
Gullfjellet;SN50865;07.05.2024;11,2
Sædalen;SN50503;07.05.2024;12,8
Flesland;SN50500;07.05.2024;13,5
E18 Hjortnes;SN18690;08.05.2024;17,9
Oslo - Blindern;SN18700;08.05.2024;18
Oslo - Bygdøy Ii;SN18810;08.05.2024;18,4
Oslo - Hovin;SN18210;08.05.2024;17,1
Oslo - Sofienberg;SN18315;08.05.2024;17,7
Stavanger - Våland;SN44640;08.05.2024;11,2
Lade;SN68050;08.05.2024;12,2
Åsane;SN50810;08.05.2024;11,3
Skredderdalen;SN50570;08.05.2024;9,9
Bergen - Florida;SN50540;08.05.2024;11,5
Bergen - Florida Uib;SN50539;08.05.2024;11,5
Gullfjellet;SN50865;08.05.2024;9,9
Sædalen;SN50503;08.05.2024;11,7
Flesland;SN50500;08.05.2024;12,1
E18 Hjortnes;SN18690;09.05.2024;16
Oslo - Blindern;SN18700;09.05.2024;16,6
Oslo - Bygdøy Ii;SN18810;09.05.2024;16,8
Oslo - Hovin;SN18210;09.05.2024;15,7
Oslo - Sofienberg;SN18315;09.05.2024;16,8
Stavanger - Våland;SN44640;09.05.2024;10,6
Lade;SN68050;09.05.2024;11,4
Åsane;SN50810;09.05.2024;10,5
Skredderdalen;SN50570;09.05.2024;9,5
Bergen - Florida;SN50540;09.05.2024;11,5
Bergen - Florida Uib;SN50539;09.05.2024;11,4
Gullfjellet;SN50865;09.05.2024;9,5
Sædalen;SN50503;09.05.2024;9,9
Flesland;SN50500;09.05.2024;10,5
E18 Hjortnes;SN18690;10.05.2024;15,6
Oslo - Blindern;SN18700;10.05.2024;15,2
Oslo - Bygdøy Ii;SN18810;10.05.2024;16,4
Oslo - Hovin;SN18210;10.05.2024;16
Oslo - Sofienberg;SN18315;10.05.2024;16,9
Stavanger - Våland;SN44640;10.05.2024;12,3
Lade;SN68050;10.05.2024;11,2
Åsane;SN50810;10.05.2024;11,8
Skredderdalen;SN50570;10.05.2024;11,3
Bergen - Florida;SN50540;10.05.2024;13,7
Bergen - Florida Uib;SN50539;10.05.2024;13,6
Gullfjellet;SN50865;10.05.2024;10,4
Sædalen;SN50503;10.05.2024;11,4
Flesland;SN50500;10.05.2024;11,7
E18 Hjortnes;SN18690;11.05.2024;19,4
Oslo - Blindern;SN18700;11.05.2024;19,9
Oslo - Bygdøy Ii;SN18810;11.05.2024;20
Oslo - Hovin;SN18210;11.05.2024;19,4
Oslo - Sofienberg;SN18315;11.05.2024;21,7
Stavanger - Våland;SN44640;11.05.2024;19,6
Lade;SN68050;11.05.2024;10,6
Åsane;SN50810;11.05.2024;17,8
Skredderdalen;SN50570;11.05.2024;18,7
Bergen - Florida;SN50540;11.05.2024;19,6
Bergen - Florida Uib;SN50539;11.05.2024;19,6
Gullfjellet;SN50865;11.05.2024;17,9
Sædalen;SN50503;11.05.2024;19,3
Flesland;SN50500;11.05.2024;17,3
E18 Hjortnes;SN18690;12.05.2024;21
Oslo - Blindern;SN18700;12.05.2024;21,7
Oslo - Bygdøy Ii;SN18810;12.05.2024;22
Oslo - Hovin;SN18210;12.05.2024;21,3
Oslo - Sofienberg;SN18315;12.05.2024;22,7
Stavanger - Våland;SN44640;12.05.2024;19,9
Lade;SN68050;12.05.2024;19,7
Åsane;SN50810;12.05.2024;18,9
Skredderdalen;SN50570;12.05.2024;19,3
Bergen - Florida;SN50540;12.05.2024;20,9
Bergen - Florida Uib;SN50539;12.05.2024;20,8
Gullfjellet;SN50865;12.05.2024;18,6
Sædalen;SN50503;12.05.2024;20,2
Flesland;SN50500;12.05.2024;18,6
E18 Hjortnes;SN18690;13.05.2024;22,5
Oslo - Blindern;SN18700;13.05.2024;22,3
Oslo - Bygdøy Ii;SN18810;13.05.2024;22,5
Oslo - Hovin;SN18210;13.05.2024;21,6
Oslo - Sofienberg;SN18315;13.05.2024;23,6
Stavanger - Våland;SN44640;13.05.2024;22,1
Lade;SN68050;13.05.2024;21,7
Åsane;SN50810;13.05.2024;21,5
Skredderdalen;SN50570;13.05.2024;21,5
Bergen - Florida;SN50540;13.05.2024;22,6
Bergen - Florida Uib;SN50539;13.05.2024;22,6
Gullfjellet;SN50865;13.05.2024;19
Sædalen;SN50503;13.05.2024;20,5
Flesland;SN50500;13.05.2024;21,5
E18 Hjortnes;SN18690;14.05.2024;22,4
Oslo - Blindern;SN18700;14.05.2024;22,8
Oslo - Bygdøy Ii;SN18810;14.05.2024;23,2
Oslo - Hovin;SN18210;14.05.2024;22,5
Oslo - Sofienberg;SN18315;14.05.2024;23,7
Stavanger - Våland;SN44640;14.05.2024;24,4
Lade;SN68050;14.05.2024;24,1
Åsane;SN50810;14.05.2024;23,7
Skredderdalen;SN50570;14.05.2024;24,3
Bergen - Florida;SN50540;14.05.2024;24,4
Bergen - Florida Uib;SN50539;14.05.2024;24,4
Gullfjellet;SN50865;14.05.2024;21,8
Sædalen;SN50503;14.05.2024;23
Flesland;SN50500;14.05.2024;23,3
Oslo - Blindern;SN18700;15.05.2024;25
Oslo - Bygdøy Ii;SN18810;15.05.2024;25
Oslo - Hovin;SN18210;15.05.2024;23,5
Oslo - Sofienberg;SN18315;15.05.2024;24,9
Stavanger - Våland;SN44640;15.05.2024;26,1
Lade;SN68050;15.05.2024;23,7
Åsane;SN50810;15.05.2024;24,8
Skredderdalen;SN50570;15.05.2024;24,4
Bergen - Florida;SN50540;15.05.2024;25,4
Bergen - Florida Uib;SN50539;15.05.2024;25,4
Gullfjellet;SN50865;15.05.2024;22,5
Sædalen;SN50503;15.05.2024;23,8
Flesland;SN50500;15.05.2024;24,2
E18 Hjortnes;SN18690;16.05.2024;24,1
Oslo - Blindern;SN18700;16.05.2024;23,9
Oslo - Bygdøy Ii;SN18810;16.05.2024;24,3
Oslo - Hovin;SN18210;16.05.2024;23,5
Oslo - Sofienberg;SN18315;16.05.2024;24,4
Stavanger - Våland;SN44640;16.05.2024;24,3
Lade;SN68050;16.05.2024;26,1
Åsane;SN50810;16.05.2024;24,4
Skredderdalen;SN50570;16.05.2024;23,8
Bergen - Florida;SN50540;16.05.2024;25,5
Bergen - Florida Uib;SN50539;16.05.2024;25,5
Gullfjellet;SN50865;16.05.2024;22,1
Sædalen;SN50503;16.05.2024;24,8
Flesland;SN50500;16.05.2024;23,9
E18 Hjortnes;SN18690;17.05.2024;24
Oslo - Blindern;SN18700;17.05.2024;24,2
Oslo - Bygdøy Ii;SN18810;17.05.2024;24,2
Oslo - Hovin;SN18210;17.05.2024;23
Oslo - Sofienberg;SN18315;17.05.2024;24,9
Stavanger - Våland;SN44640;17.05.2024;25,6
Lade;SN68050;17.05.2024;25,2
Åsane;SN50810;17.05.2024;24,4
Skredderdalen;SN50570;17.05.2024;23,7
Bergen - Florida;SN50540;17.05.2024;24,7
Gullfjellet;SN50865;17.05.2024;21,2
Sædalen;SN50503;17.05.2024;23,3
Flesland;SN50500;17.05.2024;23,5
E18 Hjortnes;SN18690;18.05.2024;24,6
Oslo - Blindern;SN18700;18.05.2024;24,5
Oslo - Bygdøy Ii;SN18810;18.05.2024;24,7
Oslo - Hovin;SN18210;18.05.2024;24
Oslo - Sofienberg;SN18315;18.05.2024;25,9
Stavanger - Våland;SN44640;18.05.2024;21,8
Lade;SN68050;18.05.2024;20,7
Åsane;SN50810;18.05.2024;23
Skredderdalen;SN50570;18.05.2024;22,4
Bergen - Florida;SN50540;18.05.2024;22,4
Bergen - Florida Uib;SN50539;18.05.2024;22,3
Gullfjellet;SN50865;18.05.2024;20
Sædalen;SN50503;18.05.2024;21
Flesland;SN50500;18.05.2024;22,3
E18 Hjortnes;SN18690;19.05.2024;24,7
Oslo - Blindern;SN18700;19.05.2024;25,6
Oslo - Bygdøy Ii;SN18810;19.05.2024;25,6
Oslo - Hovin;SN18210;19.05.2024;24,8
Oslo - Sofienberg;SN18315;19.05.2024;27
Stavanger - Våland;SN44640;19.05.2024;19,3
Åsane;SN50810;19.05.2024;17,7
Skredderdalen;SN50570;19.05.2024;17,2
Bergen - Florida;SN50540;19.05.2024;18,4
Bergen - Florida Uib;SN50539;19.05.2024;18,4
Gullfjellet;SN50865;19.05.2024;16,3
Sædalen;SN50503;19.05.2024;17
Flesland;SN50500;19.05.2024;17,1
E18 Hjortnes;SN18690;20.05.2024;22,5
Oslo - Blindern;SN18700;20.05.2024;21,9
Oslo - Bygdøy Ii;SN18810;20.05.2024;22,7
Oslo - Hovin;SN18210;20.05.2024;22,2
Oslo - Sofienberg;SN18315;20.05.2024;22,3
Stavanger - Våland;SN44640;20.05.2024;21,8
Lade;SN68050;20.05.2024;16,6
Åsane;SN50810;20.05.2024;22,2
Skredderdalen;SN50570;20.05.2024;21,3
Bergen - Florida;SN50540;20.05.2024;24
Bergen - Florida Uib;SN50539;20.05.2024;23,7
Gullfjellet;SN50865;20.05.2024;21,5
Sædalen;SN50503;20.05.2024;22,8
Flesland;SN50500;20.05.2024;21,6
E18 Hjortnes;SN18690;21.05.2024;23,9
Oslo - Blindern;SN18700;21.05.2024;24,2
Oslo - Bygdøy Ii;SN18810;21.05.2024;24,4
Oslo - Hovin;SN18210;21.05.2024;23,7
Oslo - Sofienberg;SN18315;21.05.2024;25,4
Stavanger - Våland;SN44640;21.05.2024;25,2
Lade;SN68050;21.05.2024;24,2
Åsane;SN50810;21.05.2024;25,4
Skredderdalen;SN50570;21.05.2024;24,5
Bergen - Florida;SN50540;21.05.2024;26,5
Bergen - Florida Uib;SN50539;21.05.2024;26,6
Gullfjellet;SN50865;21.05.2024;23,9
Sædalen;SN50503;21.05.2024;25,1
Flesland;SN50500;21.05.2024;24,6
E18 Hjortnes;SN18690;22.05.2024;26,3
Oslo - Blindern;SN18700;22.05.2024;24,7
Oslo - Bygdøy Ii;SN18810;22.05.2024;25,3
Oslo - Hovin;SN18210;22.05.2024;24,5
Oslo - Sofienberg;SN18315;22.05.2024;25,3
Stavanger - Våland;SN44640;22.05.2024;24,8
Lade;SN68050;22.05.2024;28,1
Åsane;SN50810;22.05.2024;25,3
Skredderdalen;SN50570;22.05.2024;23,7
Bergen - Florida;SN50540;22.05.2024;26,3
Bergen - Florida Uib;SN50539;22.05.2024;26,3
Gullfjellet;SN50865;22.05.2024;21,1
Sædalen;SN50503;22.05.2024;24,2
Flesland;SN50500;22.05.2024;24,8
E18 Hjortnes;SN18690;23.05.2024;27,4
Oslo - Blindern;SN18700;23.05.2024;25,6
Oslo - Bygdøy Ii;SN18810;23.05.2024;26,3
Oslo - Hovin;SN18210;23.05.2024;25,9
Oslo - Sofienberg;SN18315;23.05.2024;26,3
Stavanger - Våland;SN44640;23.05.2024;24,8
Lade;SN68050;23.05.2024;28,8
Åsane;SN50810;23.05.2024;26,6
Skredderdalen;SN50570;23.05.2024;24,9
Bergen - Florida;SN50540;23.05.2024;27,3
Bergen - Florida Uib;SN50539;23.05.2024;27,4
Gullfjellet;SN50865;23.05.2024;23
Sædalen;SN50503;23.05.2024;25,9
Flesland;SN50500;23.05.2024;26,6
E18 Hjortnes;SN18690;24.05.2024;25,6
Oslo - Blindern;SN18700;24.05.2024;24
Oslo - Bygdøy Ii;SN18810;24.05.2024;24,3
Oslo - Hovin;SN18210;24.05.2024;24,1
Stavanger - Våland;SN44640;24.05.2024;16,4
Lade;SN68050;24.05.2024;26,7
Åsane;SN50810;24.05.2024;20,9
Skredderdalen;SN50570;24.05.2024;18,4
Bergen - Florida;SN50540;24.05.2024;18
Bergen - Florida Uib;SN50539;24.05.2024;18
Gullfjellet;SN50865;24.05.2024;19,4
Sædalen;SN50503;24.05.2024;18,2
Flesland;SN50500;24.05.2024;17,6
E18 Hjortnes;SN18690;25.05.2024;26
Oslo - Blindern;SN18700;25.05.2024;25,9
Oslo - Bygdøy Ii;SN18810;25.05.2024;26,1
Oslo - Hovin;SN18210;25.05.2024;25,4
Stavanger - Våland;SN44640;25.05.2024;20,3
Lade;SN68050;25.05.2024;26,5
Åsane;SN50810;25.05.2024;23,7
Skredderdalen;SN50570;25.05.2024;21,9
Bergen - Florida;SN50540;25.05.2024;24,6
Bergen - Florida Uib;SN50539;25.05.2024;24,8
Gullfjellet;SN50865;25.05.2024;22,1
Sædalen;SN50503;25.05.2024;24
Flesland;SN50500;25.05.2024;23,3
E18 Hjortnes;SN18690;26.05.2024;27,8
Oslo - Blindern;SN18700;26.05.2024;27,2
Oslo - Bygdøy Ii;SN18810;26.05.2024;27,9
Oslo - Hovin;SN18210;26.05.2024;26,8
Stavanger - Våland;SN44640;26.05.2024;22,9
Lade;SN68050;26.05.2024;29,7
Åsane;SN50810;26.05.2024;24,7
Skredderdalen;SN50570;26.05.2024;23,1
Bergen - Florida;SN50540;26.05.2024;26,2
Bergen - Florida Uib;SN50539;26.05.2024;26,3
Gullfjellet;SN50865;26.05.2024;21,5
Sædalen;SN50503;26.05.2024;23,9
Flesland;SN50500;26.05.2024;24,4
Oslo - Blindern;SN18700;27.05.2024;21,7
Oslo - Bygdøy Ii;SN18810;27.05.2024;20,8
Oslo - Hovin;SN18210;27.05.2024;23,6
Stavanger - Våland;SN44640;27.05.2024;17,8
Lade;SN68050;27.05.2024;26,6
Åsane;SN50810;27.05.2024;19,8
Skredderdalen;SN50570;27.05.2024;19,4
Bergen - Florida;SN50540;27.05.2024;21,2
Bergen - Florida Uib;SN50539;27.05.2024;21,2
Gullfjellet;SN50865;27.05.2024;17,9
Sædalen;SN50503;27.05.2024;18,9
Flesland;SN50500;27.05.2024;19
E18 Hjortnes;SN18690;28.05.2024;24
Oslo - Blindern;SN18700;28.05.2024;22,6
Oslo - Bygdøy Ii;SN18810;28.05.2024;23,3
Oslo - Hovin;SN18210;28.05.2024;22,8
Stavanger - Våland;SN44640;28.05.2024;16,4
Lade;SN68050;28.05.2024;24,6
Åsane;SN50810;28.05.2024;17,3
Skredderdalen;SN50570;28.05.2024;15,7
Bergen - Florida;SN50540;28.05.2024;17,5
Bergen - Florida Uib;SN50539;28.05.2024;17,4
Gullfjellet;SN50865;28.05.2024;14,6
Sædalen;SN50503;28.05.2024;15,7
Flesland;SN50500;28.05.2024;16,6
E18 Hjortnes;SN18690;29.05.2024;19,7
Oslo - Blindern;SN18700;29.05.2024;20
Oslo - Bygdøy Ii;SN18810;29.05.2024;20,3
Oslo - Hovin;SN18210;29.05.2024;19,2
Stavanger - Våland;SN44640;29.05.2024;19,4
Lade;SN68050;29.05.2024;23,4
Åsane;SN50810;29.05.2024;17,1
Skredderdalen;SN50570;29.05.2024;15,8
Bergen - Florida;SN50540;29.05.2024;19
Bergen - Florida Uib;SN50539;29.05.2024;19,1
Gullfjellet;SN50865;29.05.2024;15,1
Sædalen;SN50503;29.05.2024;16,9
Flesland;SN50500;29.05.2024;17
E18 Hjortnes;SN18690;30.05.2024;19,6
Oslo - Blindern;SN18700;30.05.2024;18,6
Oslo - Bygdøy Ii;SN18810;30.05.2024;19,7
Oslo - Hovin;SN18210;30.05.2024;18,8
Oslo - Sofienberg;SN18315;30.05.2024;19,7
Stavanger - Våland;SN44640;30.05.2024;20,1
Lade;SN68050;30.05.2024;22,3
Åsane;SN50810;30.05.2024;21,6
Skredderdalen;SN50570;30.05.2024;19,9
Bergen - Florida;SN50540;30.05.2024;22,8
Bergen - Florida Uib;SN50539;30.05.2024;22,8
Gullfjellet;SN50865;30.05.2024;18,5
Sædalen;SN50503;30.05.2024;21
Flesland;SN50500;30.05.2024;20,1
Oslo - Blindern;SN18700;31.05.2024;26,3
Oslo - Bygdøy Ii;SN18810;31.05.2024;27
Oslo - Hovin;SN18210;31.05.2024;26,5
Oslo - Sofienberg;SN18315;31.05.2024;28
Stavanger - Våland;SN44640;31.05.2024;19,8
Lade;SN68050;31.05.2024;18,4
Åsane;SN50810;31.05.2024;17,4
Skredderdalen;SN50570;31.05.2024;16,4
Bergen - Florida;SN50540;31.05.2024;18,9
Bergen - Florida Uib;SN50539;31.05.2024;19
Gullfjellet;SN50865;31.05.2024;15,9
Sædalen;SN50503;31.05.2024;17,7
Flesland;SN50500;31.05.2024;16,2
E18 Hjortnes;SN18690;01.06.2024;26,3
Oslo - Blindern;SN18700;01.06.2024;26,2
Oslo - Bygdøy Ii;SN18810;01.06.2024;26,4
Oslo - Hovin;SN18210;01.06.2024;25,5
Oslo - Sofienberg;SN18315;01.06.2024;25,6
Stavanger - Våland;SN44640;01.06.2024;18,1
Lade;SN68050;01.06.2024;17,8
Åsane;SN50810;01.06.2024;17,5
Skredderdalen;SN50570;01.06.2024;17
Bergen - Florida;SN50540;01.06.2024;18,8
Bergen - Florida Uib;SN50539;01.06.2024;18,8
Gullfjellet;SN50865;01.06.2024;14,1
Sædalen;SN50503;01.06.2024;17,3
Flesland;SN50500;01.06.2024;16,1
E18 Hjortnes;SN18690;02.06.2024;26,4
Oslo - Blindern;SN18700;02.06.2024;26,1
Oslo - Bygdøy Ii;SN18810;02.06.2024;26,9
Oslo - Hovin;SN18210;02.06.2024;25,7
Oslo - Sofienberg;SN18315;02.06.2024;27,7
Stavanger - Våland;SN44640;02.06.2024;17,1
Lade;SN68050;02.06.2024;18,4
Åsane;SN50810;02.06.2024;16,2
Skredderdalen;SN50570;02.06.2024;15,8
Bergen - Florida;SN50540;02.06.2024;17,9
Bergen - Florida Uib;SN50539;02.06.2024;18,1
Gullfjellet;SN50865;02.06.2024;16
Sædalen;SN50503;02.06.2024;16,7
Flesland;SN50500;02.06.2024;15,7
E18 Hjortnes;SN18690;03.06.2024;25,1
Oslo - Blindern;SN18700;03.06.2024;24,2
Oslo - Bygdøy Ii;SN18810;03.06.2024;25,1
Oslo - Hovin;SN18210;03.06.2024;24,4
Oslo - Sofienberg;SN18315;03.06.2024;25,1
Stavanger - Våland;SN44640;03.06.2024;15,7
Lade;SN68050;03.06.2024;14,8
Åsane;SN50810;03.06.2024;13,5
Skredderdalen;SN50570;03.06.2024;13,4
Bergen - Florida;SN50540;03.06.2024;15
Bergen - Florida Uib;SN50539;03.06.2024;15,3
Gullfjellet;SN50865;03.06.2024;11,6
Sædalen;SN50503;03.06.2024;13,9
Flesland;SN50500;03.06.2024;13,7
E18 Hjortnes;SN18690;04.06.2024;19,5
Oslo - Blindern;SN18700;04.06.2024;17,9
Oslo - Bygdøy Ii;SN18810;04.06.2024;19,2
Oslo - Hovin;SN18210;04.06.2024;18,3
Oslo - Sofienberg;SN18315;04.06.2024;19,4
Stavanger - Våland;SN44640;04.06.2024;16,3
Lade;SN68050;04.06.2024;19,6
Åsane;SN50810;04.06.2024;14,1
Skredderdalen;SN50570;04.06.2024;12,3
Bergen - Florida;SN50540;04.06.2024;14,5
Bergen - Florida Uib;SN50539;04.06.2024;14,5
Gullfjellet;SN50865;04.06.2024;11,6
Sædalen;SN50503;04.06.2024;12,4
Flesland;SN50500;04.06.2024;13,8
E18 Hjortnes;SN18690;05.06.2024;17,3
Oslo - Blindern;SN18700;05.06.2024;16,2
Oslo - Bygdøy Ii;SN18810;05.06.2024;17,5
Oslo - Hovin;SN18210;05.06.2024;16,4
Oslo - Sofienberg;SN18315;05.06.2024;18,1
Stavanger - Våland;SN44640;05.06.2024;13,2
Lade;SN68050;05.06.2024;18,8
Åsane;SN50810;05.06.2024;11,8
Skredderdalen;SN50570;05.06.2024;11,7
Bergen - Florida;SN50540;05.06.2024;13,9
Bergen - Florida Uib;SN50539;05.06.2024;13,9
Gullfjellet;SN50865;05.06.2024;9,7
Sædalen;SN50503;05.06.2024;11,9
Flesland;SN50500;05.06.2024;12,4
E18 Hjortnes;SN18690;06.06.2024;16,7
Oslo - Blindern;SN18700;06.06.2024;17
Oslo - Bygdøy Ii;SN18810;06.06.2024;17,7
Oslo - Hovin;SN18210;06.06.2024;15,7
Oslo - Sofienberg;SN18315;06.06.2024;17,4
Stavanger - Våland;SN44640;06.06.2024;13,6
Lade;SN68050;06.06.2024;17,7
Åsane;SN50810;06.06.2024;10,8
Skredderdalen;SN50570;06.06.2024;9,3
Bergen - Florida;SN50540;06.06.2024;12,5
Bergen - Florida Uib;SN50539;06.06.2024;12,5
Gullfjellet;SN50865;06.06.2024;8,5
Sædalen;SN50503;06.06.2024;10,1
Flesland;SN50500;06.06.2024;11,8
E18 Hjortnes;SN18690;07.06.2024;16,3
Oslo - Blindern;SN18700;07.06.2024;17,1
Oslo - Bygdøy Ii;SN18810;07.06.2024;16,8
Oslo - Hovin;SN18210;07.06.2024;15,7
Oslo - Sofienberg;SN18315;07.06.2024;18
Stavanger - Våland;SN44640;07.06.2024;15,4
Lade;SN68050;07.06.2024;17,8
Åsane;SN50810;07.06.2024;12,8
Skredderdalen;SN50570;07.06.2024;12,6
Bergen - Florida;SN50540;07.06.2024;13,6
Bergen - Florida Uib;SN50539;07.06.2024;13,6
Gullfjellet;SN50865;07.06.2024;10,8
Sædalen;SN50503;07.06.2024;12
Flesland;SN50500;07.06.2024;12,9
E18 Hjortnes;SN18690;08.06.2024;13,5
Oslo - Blindern;SN18700;08.06.2024;13
Oslo - Bygdøy Ii;SN18810;08.06.2024;13,5
Oslo - Hovin;SN18210;08.06.2024;12,8
Oslo - Sofienberg;SN18315;08.06.2024;14,9
Stavanger - Våland;SN44640;08.06.2024;12,9
Lade;SN68050;08.06.2024;19,1
Åsane;SN50810;08.06.2024;12,3
Skredderdalen;SN50570;08.06.2024;11,3
Bergen - Florida;SN50540;08.06.2024;12,9
Bergen - Florida Uib;SN50539;08.06.2024;12,9
Gullfjellet;SN50865;08.06.2024;9,1
Sædalen;SN50503;08.06.2024;10,6
Flesland;SN50500;08.06.2024;11,3
E18 Hjortnes;SN18690;09.06.2024;15,3
Oslo - Blindern;SN18700;09.06.2024;15,1
Oslo - Bygdøy Ii;SN18810;09.06.2024;15,6
Oslo - Hovin;SN18210;09.06.2024;14,1
Oslo - Sofienberg;SN18315;09.06.2024;15,3
Stavanger - Våland;SN44640;09.06.2024;13,1
Lade;SN68050;09.06.2024;14,9
Åsane;SN50810;09.06.2024;11,8
Skredderdalen;SN50570;09.06.2024;10,5
Bergen - Florida;SN50540;09.06.2024;12,5
Bergen - Florida Uib;SN50539;09.06.2024;12,5
Gullfjellet;SN50865;09.06.2024;9,3
Sædalen;SN50503;09.06.2024;10,9
Flesland;SN50500;09.06.2024;11,8
E18 Hjortnes;SN18690;10.06.2024;19,5
Oslo - Blindern;SN18700;10.06.2024;18,1
Oslo - Bygdøy Ii;SN18810;10.06.2024;18,9
Oslo - Hovin;SN18210;10.06.2024;18,7
Oslo - Sofienberg;SN18315;10.06.2024;19,1
Stavanger - Våland;SN44640;10.06.2024;14,3
Lade;SN68050;10.06.2024;12,9
Åsane;SN50810;10.06.2024;15
Skredderdalen;SN50570;10.06.2024;14,5
Bergen - Florida;SN50540;10.06.2024;16,6
Bergen - Florida Uib;SN50539;10.06.2024;16,7
Gullfjellet;SN50865;10.06.2024;13,4
Sædalen;SN50503;10.06.2024;14,8
Flesland;SN50500;10.06.2024;13,8
E18 Hjortnes;SN18690;11.06.2024;20,8
Oslo - Blindern;SN18700;11.06.2024;21,2
Oslo - Bygdøy Ii;SN18810;11.06.2024;20,9
Oslo - Hovin;SN18210;11.06.2024;19,7
Oslo - Sofienberg;SN18315;11.06.2024;21,5
Stavanger - Våland;SN44640;11.06.2024;16,1
Lade;SN68050;11.06.2024;12,9
Åsane;SN50810;11.06.2024;14,6
Skredderdalen;SN50570;11.06.2024;13,9
Bergen - Florida;SN50540;11.06.2024;16,9
Bergen - Florida Uib;SN50539;11.06.2024;16,9
Gullfjellet;SN50865;11.06.2024;13,4
Sædalen;SN50503;11.06.2024;14,8
Flesland;SN50500;11.06.2024;13,1
Oslo - Blindern;SN18700;12.06.2024;18
Oslo - Bygdøy Ii;SN18810;12.06.2024;19,4
Oslo - Hovin;SN18210;12.06.2024;19,2
Oslo - Sofienberg;SN18315;12.06.2024;17,8
Stavanger - Våland;SN44640;12.06.2024;14,3
Lade;SN68050;12.06.2024;14,9
Åsane;SN50810;12.06.2024;13,6
Skredderdalen;SN50570;12.06.2024;12,6
Bergen - Florida;SN50540;12.06.2024;14,7
Bergen - Florida Uib;SN50539;12.06.2024;14,8
Gullfjellet;SN50865;12.06.2024;10,5
Sædalen;SN50503;12.06.2024;13
Flesland;SN50500;12.06.2024;11,9
E18 Hjortnes;SN18690;13.06.2024;16,9
Oslo - Blindern;SN18700;13.06.2024;17,9
Oslo - Bygdøy Ii;SN18810;13.06.2024;17,5
Oslo - Hovin;SN18210;13.06.2024;16,5
Oslo - Sofienberg;SN18315;13.06.2024;17,9
Stavanger - Våland;SN44640;13.06.2024;14,1
Lade;SN68050;13.06.2024;23,3
Åsane;SN50810;13.06.2024;12,9
Skredderdalen;SN50570;13.06.2024;12,6
Bergen - Florida;SN50540;13.06.2024;13,2
