Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
E18 Hjortnes;SN18690;25.07.2024;23,2
Oslo - Blindern;SN18700;25.07.2024;22,9
Oslo - Bygdøy Ii;SN18810;25.07.2024;23,4
Oslo - Hovin;SN18210;25.07.2024;22,3
Stavanger - Våland;SN44640;25.07.2024;18,3
Lade;SN68050;25.07.2024;19,9
Åsane;SN50810;25.07.2024;19,3
Skredderdalen;SN50570;25.07.2024;18,3
Bergen - Florida;SN50540;25.07.2024;19,7
Bergen - Florida Uib;SN50539;25.07.2024;19,7
Gullfjellet;SN50865;25.07.2024;18,1
Sædalen;SN50503;25.07.2024;18,3
Flesland;SN50500;25.07.2024;17,7
E18 Hjortnes;SN18690;26.07.2024;20
Oslo - Blindern;SN18700;26.07.2024;18,8
Oslo - Bygdøy Ii;SN18810;26.07.2024;20,2
Oslo - Hovin;SN18210;26.07.2024;19
Stavanger - Våland;SN44640;26.07.2024;19,3
Lade;SN68050;26.07.2024;24,6
Åsane;SN50810;26.07.2024;17,6
Skredderdalen;SN50570;26.07.2024;17,2
Bergen - Florida;SN50540;26.07.2024;19,2
Bergen - Florida Uib;SN50539;26.07.2024;19,3
Gullfjellet;SN50865;26.07.2024;15,8
Sædalen;SN50503;26.07.2024;17,4
Flesland;SN50500;26.07.2024;18
E18 Hjortnes;SN18690;27.07.2024;21,7
Oslo - Blindern;SN18700;27.07.2024;21,9
Oslo - Bygdøy Ii;SN18810;27.07.2024;22,2
Oslo - Hovin;SN18210;27.07.2024;21,4
Stavanger - Våland;SN44640;27.07.2024;18,9
Lade;SN68050;27.07.2024;18,9
Åsane;SN50810;27.07.2024;18,2
Skredderdalen;SN50570;27.07.2024;18
Bergen - Florida;SN50540;27.07.2024;19,5
Bergen - Florida Uib;SN50539;27.07.2024;19,6
Gullfjellet;SN50865;27.07.2024;16,1
Sædalen;SN50503;27.07.2024;19,2
Flesland;SN50500;27.07.2024;18,1
E18 Hjortnes;SN18690;28.07.2024;24,2
Oslo - Blindern;SN18700;28.07.2024;23,8
Oslo - Bygdøy Ii;SN18810;28.07.2024;24,5
Oslo - Hovin;SN18210;28.07.2024;23,1
Stavanger - Våland;SN44640;28.07.2024;18,4
Lade;SN68050;28.07.2024;19,4
Åsane;SN50810;28.07.2024;16,8
Skredderdalen;SN50570;28.07.2024;17,5
Bergen - Florida;SN50540;28.07.2024;17,6
Bergen - Florida Uib;SN50539;28.07.2024;17,7
Gullfjellet;SN50865;28.07.2024;14,6
Sædalen;SN50503;28.07.2024;15,5
Flesland;SN50500;28.07.2024;16,5
E18 Hjortnes;SN18690;29.07.2024;24,1
Oslo - Blindern;SN18700;29.07.2024;23,3
Oslo - Bygdøy Ii;SN18810;29.07.2024;23,4
Oslo - Hovin;SN18210;29.07.2024;21,9
Stavanger - Våland;SN44640;29.07.2024;21
Lade;SN68050;29.07.2024;18,8
Åsane;SN50810;29.07.2024;19,8
Skredderdalen;SN50570;29.07.2024;19,8
Bergen - Florida;SN50540;29.07.2024;20,6
Bergen - Florida Uib;SN50539;29.07.2024;20,5
Gullfjellet;SN50865;29.07.2024;17,4
Sædalen;SN50503;29.07.2024;18,9
Flesland;SN50500;29.07.2024;19,1
E18 Hjortnes;SN18690;30.07.2024;24,8
Oslo - Blindern;SN18700;30.07.2024;24,3
Oslo - Bygdøy Ii;SN18810;30.07.2024;24,7
Oslo - Hovin;SN18210;30.07.2024;23,7
Stavanger - Våland;SN44640;30.07.2024;20,9
Lade;SN68050;30.07.2024;23,6
Åsane;SN50810;30.07.2024;19
Skredderdalen;SN50570;30.07.2024;18,6
Bergen - Florida;SN50540;30.07.2024;19,2
Bergen - Florida Uib;SN50539;30.07.2024;19,2
Gullfjellet;SN50865;30.07.2024;16,7
Sædalen;SN50503;30.07.2024;17,5
Flesland;SN50500;30.07.2024;18,1
E18 Hjortnes;SN18690;31.07.2024;24,4
Oslo - Blindern;SN18700;31.07.2024;24,1
Oslo - Bygdøy Ii;SN18810;31.07.2024;24,1
Oslo - Hovin;SN18210;31.07.2024;23,2
Stavanger - Våland;SN44640;31.07.2024;18,6
Lade;SN68050;31.07.2024;18,9
Åsane;SN50810;31.07.2024;17,3
Skredderdalen;SN50570;31.07.2024;16,9
Bergen - Florida;SN50540;31.07.2024;18,7
Bergen - Florida Uib;SN50539;31.07.2024;18,7
Gullfjellet;SN50865;31.07.2024;14,8
Sædalen;SN50503;31.07.2024;16,8
Flesland;SN50500;31.07.2024;16,8
E18 Hjortnes;SN18690;01.08.2024;23,8
Oslo - Blindern;SN18700;01.08.2024;22,9
Oslo - Bygdøy Ii;SN18810;01.08.2024;23,6
Oslo - Hovin;SN18210;01.08.2024;22,8
Stavanger - Våland;SN44640;01.08.2024;19,4
Lade;SN68050;01.08.2024;18,8
Åsane;SN50810;01.08.2024;17,7
Skredderdalen;SN50570;01.08.2024;17,8
Bergen - Florida;SN50540;01.08.2024;19,7
Bergen - Florida Uib;SN50539;01.08.2024;19,8
Gullfjellet;SN50865;01.08.2024;17,3
Sædalen;SN50503;01.08.2024;18,3
Flesland;SN50500;01.08.2024;17,7
E18 Hjortnes;SN18690;02.08.2024;24,3
Oslo - Blindern;SN18700;02.08.2024;23,9
Oslo - Bygdøy Ii;SN18810;02.08.2024;24,3
Oslo - Hovin;SN18210;02.08.2024;23,8
Stavanger - Våland;SN44640;02.08.2024;20,7
Lade;SN68050;02.08.2024;18,7
Åsane;SN50810;02.08.2024;20,4
Skredderdalen;SN50570;02.08.2024;19,9
Bergen - Florida;SN50540;02.08.2024;22,9
Bergen - Florida Uib;SN50539;02.08.2024;23
Sædalen;SN50503;02.08.2024;20,8
Flesland;SN50500;02.08.2024;19,8
E18 Hjortnes;SN18690;03.08.2024;23,8
Oslo - Blindern;SN18700;03.08.2024;23,6
Oslo - Bygdøy Ii;SN18810;03.08.2024;23,9
Oslo - Hovin;SN18210;03.08.2024;22,7
Stavanger - Våland;SN44640;03.08.2024;20,3
Lade;SN68050;03.08.2024;24,8
Åsane;SN50810;03.08.2024;19,3
Skredderdalen;SN50570;03.08.2024;18,6
Bergen - Florida;SN50540;03.08.2024;20,2
Bergen - Florida Uib;SN50539;03.08.2024;20,3
Gullfjellet;SN50865;03.08.2024;18,2
Sædalen;SN50503;03.08.2024;18,8
Flesland;SN50500;03.08.2024;18,2
E18 Hjortnes;SN18690;04.08.2024;22,8
Oslo - Blindern;SN18700;04.08.2024;21,8
Oslo - Bygdøy Ii;SN18810;04.08.2024;23,2
Oslo - Hovin;SN18210;04.08.2024;21,9
Stavanger - Våland;SN44640;04.08.2024;18,7
Lade;SN68050;04.08.2024;23,8
Åsane;SN50810;04.08.2024;17,6
Skredderdalen;SN50570;04.08.2024;15,9
Bergen - Florida;SN50540;04.08.2024;18,3
Bergen - Florida Uib;SN50539;04.08.2024;18,1
Gullfjellet;SN50865;04.08.2024;14,7
Sædalen;SN50503;04.08.2024;15,2
Flesland;SN50500;04.08.2024;16,7
E18 Hjortnes;SN18690;05.08.2024;25
Oslo - Blindern;SN18700;05.08.2024;24,9
Oslo - Bygdøy Ii;SN18810;05.08.2024;25
Oslo - Hovin;SN18210;05.08.2024;24,3
Stavanger - Våland;SN44640;05.08.2024;19,4
Lade;SN68050;05.08.2024;24,8
Åsane;SN50810;05.08.2024;19,5
Skredderdalen;SN50570;05.08.2024;18,6
Bergen - Florida;SN50540;05.08.2024;20,5
Bergen - Florida Uib;SN50539;05.08.2024;20,5
Gullfjellet;SN50865;05.08.2024;18,3
Sædalen;SN50503;05.08.2024;18,8
Flesland;SN50500;05.08.2024;19,4
E18 Hjortnes;SN18690;06.08.2024;23,6
Oslo - Blindern;SN18700;06.08.2024;23,5
Oslo - Bygdøy Ii;SN18810;06.08.2024;23,4
Oslo - Hovin;SN18210;06.08.2024;23
Stavanger - Våland;SN44640;06.08.2024;23,6
Lade;SN68050;06.08.2024;25,9
Åsane;SN50810;06.08.2024;22,7
Skredderdalen;SN50570;06.08.2024;21,8
Bergen - Florida;SN50540;06.08.2024;22,7
Bergen - Florida Uib;SN50539;06.08.2024;22,7
Gullfjellet;SN50865;06.08.2024;20,2
Sædalen;SN50503;06.08.2024;21,6
Flesland;SN50500;06.08.2024;22,1
E18 Hjortnes;SN18690;07.08.2024;24,4
Oslo - Blindern;SN18700;07.08.2024;24,6
Oslo - Bygdøy Ii;SN18810;07.08.2024;24,5
Oslo - Hovin;SN18210;07.08.2024;23,6
Stavanger - Våland;SN44640;07.08.2024;21,1
Lade;SN68050;07.08.2024;25,5
Åsane;SN50810;07.08.2024;20,9
Skredderdalen;SN50570;07.08.2024;19,9
Bergen - Florida;SN50540;07.08.2024;21,7
Bergen - Florida Uib;SN50539;07.08.2024;21,7
Gullfjellet;SN50865;07.08.2024;19,4
Sædalen;SN50503;07.08.2024;19,8
Flesland;SN50500;07.08.2024;20,6
E18 Hjortnes;SN18690;08.08.2024;21,8
Oslo - Blindern;SN18700;08.08.2024;21,9
Oslo - Bygdøy Ii;SN18810;08.08.2024;22,1
Oslo - Hovin;SN18210;08.08.2024;21,1
Stavanger - Våland;SN44640;08.08.2024;19
Lade;SN68050;08.08.2024;23
Åsane;SN50810;08.08.2024;17,6
Skredderdalen;SN50570;08.08.2024;16,5
Bergen - Florida;SN50540;08.08.2024;18,3
Bergen - Florida Uib;SN50539;08.08.2024;18,2
Gullfjellet;SN50865;08.08.2024;15,8
Sædalen;SN50503;08.08.2024;16,1
Flesland;SN50500;08.08.2024;17,8
E18 Hjortnes;SN18690;09.08.2024;20,5
Oslo - Blindern;SN18700;09.08.2024;19
Oslo - Bygdøy Ii;SN18810;09.08.2024;20,9
Oslo - Hovin;SN18210;09.08.2024;19,8
Stavanger - Våland;SN44640;09.08.2024;17
Lade;SN68050;09.08.2024;19,9
Åsane;SN50810;09.08.2024;17,1
Skredderdalen;SN50570;09.08.2024;14,9
Bergen - Florida;SN50540;09.08.2024;16
Bergen - Florida Uib;SN50539;09.08.2024;16
Gullfjellet;SN50865;09.08.2024;13,9
Sædalen;SN50503;09.08.2024;14,4
Flesland;SN50500;09.08.2024;15,6
E18 Hjortnes;SN18690;10.08.2024;21,9
Oslo - Blindern;SN18700;10.08.2024;21,9
Oslo - Bygdøy Ii;SN18810;10.08.2024;21,6
Oslo - Hovin;SN18210;10.08.2024;21,1
Stavanger - Våland;SN44640;10.08.2024;16,8
Lade;SN68050;10.08.2024;19,3
Åsane;SN50810;10.08.2024;14,6
Skredderdalen;SN50570;10.08.2024;13,8
Bergen - Florida;SN50540;10.08.2024;15,6
Bergen - Florida Uib;SN50539;10.08.2024;15,7
Gullfjellet;SN50865;10.08.2024;11,8
Sædalen;SN50503;10.08.2024;13,3
Flesland;SN50500;10.08.2024;15,2
E18 Hjortnes;SN18690;11.08.2024;23,4
Oslo - Blindern;SN18700;11.08.2024;22,6
Oslo - Bygdøy Ii;SN18810;11.08.2024;22,6
Oslo - Hovin;SN18210;11.08.2024;22
Stavanger - Våland;SN44640;11.08.2024;17,5
Lade;SN68050;11.08.2024;16,5
Åsane;SN50810;11.08.2024;15,8
Skredderdalen;SN50570;11.08.2024;15,8
Bergen - Florida;SN50540;11.08.2024;18,7
Bergen - Florida Uib;SN50539;11.08.2024;18,8
Gullfjellet;SN50865;11.08.2024;14,4
Sædalen;SN50503;11.08.2024;15,7
Flesland;SN50500;11.08.2024;16,2
E18 Hjortnes;SN18690;12.08.2024;22,7
Oslo - Blindern;SN18700;12.08.2024;22,2
Oslo - Bygdøy Ii;SN18810;12.08.2024;23,1
Oslo - Hovin;SN18210;12.08.2024;22
Stavanger - Våland;SN44640;12.08.2024;20,5
Lade;SN68050;12.08.2024;16,5
Åsane;SN50810;12.08.2024;20,4
Skredderdalen;SN50570;12.08.2024;19,6
Bergen - Florida;SN50540;12.08.2024;21,3
Bergen - Florida Uib;SN50539;12.08.2024;21,4
Gullfjellet;SN50865;12.08.2024;19,1
Sædalen;SN50503;12.08.2024;19,7
Flesland;SN50500;12.08.2024;18,9
E18 Hjortnes;SN18690;13.08.2024;21,5
Oslo - Blindern;SN18700;13.08.2024;21,2
Oslo - Bygdøy Ii;SN18810;13.08.2024;21,9
Oslo - Hovin;SN18210;13.08.2024;21,5
Stavanger - Våland;SN44640;13.08.2024;24,7
Lade;SN68050;13.08.2024;26,4
Åsane;SN50810;13.08.2024;22,8
Skredderdalen;SN50570;13.08.2024;19,9
Bergen - Florida;SN50540;13.08.2024;23,2
Bergen - Florida Uib;SN50539;13.08.2024;23,2
Gullfjellet;SN50865;13.08.2024;21,7
Sædalen;SN50503;13.08.2024;22
Flesland;SN50500;13.08.2024;22,2
E18 Hjortnes;SN18690;14.08.2024;20
Oslo - Blindern;SN18700;14.08.2024;19,5
Oslo - Bygdøy Ii;SN18810;14.08.2024;19,8
Oslo - Hovin;SN18210;14.08.2024;19,9
Stavanger - Våland;SN44640;14.08.2024;22
Lade;SN68050;14.08.2024;25,2
Åsane;SN50810;14.08.2024;18,7
Skredderdalen;SN50570;14.08.2024;16,9
Bergen - Florida;SN50540;14.08.2024;19,5
Bergen - Florida Uib;SN50539;14.08.2024;19,4
Gullfjellet;SN50865;14.08.2024;15,9
Sædalen;SN50503;14.08.2024;18,7
Flesland;SN50500;14.08.2024;18,7
E18 Hjortnes;SN18690;15.08.2024;21,5
Oslo - Blindern;SN18700;15.08.2024;21,8
Oslo - Bygdøy Ii;SN18810;15.08.2024;22,1
Oslo - Hovin;SN18210;15.08.2024;21,4
Stavanger - Våland;SN44640;15.08.2024;17,2
Lade;SN68050;15.08.2024;19,2
Åsane;SN50810;15.08.2024;15
Skredderdalen;SN50570;15.08.2024;13,1
Bergen - Florida;SN50540;15.08.2024;15,1
Bergen - Florida Uib;SN50539;15.08.2024;15
Gullfjellet;SN50865;15.08.2024;12,8
Sædalen;SN50503;15.08.2024;13,5
Flesland;SN50500;15.08.2024;14,6
E18 Hjortnes;SN18690;16.08.2024;22,1
Oslo - Blindern;SN18700;16.08.2024;21,7
Oslo - Bygdøy Ii;SN18810;16.08.2024;21,8
Oslo - Hovin;SN18210;16.08.2024;21,3
Stavanger - Våland;SN44640;16.08.2024;18,2
Lade;SN68050;16.08.2024;18,8
Åsane;SN50810;16.08.2024;16,2
Skredderdalen;SN50570;16.08.2024;15,2
Bergen - Florida;SN50540;16.08.2024;17,2
Bergen - Florida Uib;SN50539;16.08.2024;17,2
Gullfjellet;SN50865;16.08.2024;14
Sædalen;SN50503;16.08.2024;16,1
Flesland;SN50500;16.08.2024;16,5
E18 Hjortnes;SN18690;17.08.2024;21
Oslo - Blindern;SN18700;17.08.2024;20,4
Oslo - Bygdøy Ii;SN18810;17.08.2024;21,4
Oslo - Hovin;SN18210;17.08.2024;20,4
Stavanger - Våland;SN44640;17.08.2024;17,8
Lade;SN68050;17.08.2024;19,1
Åsane;SN50810;17.08.2024;15,4
Skredderdalen;SN50570;17.08.2024;14,2
Bergen - Florida;SN50540;17.08.2024;17,7
Bergen - Florida Uib;SN50539;17.08.2024;17,8
Gullfjellet;SN50865;17.08.2024;13,5
Sædalen;SN50503;17.08.2024;15,3
Flesland;SN50500;17.08.2024;15,9
E18 Hjortnes;SN18690;18.08.2024;19,5
Oslo - Blindern;SN18700;18.08.2024;19,3
Oslo - Bygdøy Ii;SN18810;18.08.2024;20
Oslo - Hovin;SN18210;18.08.2024;18,9
Stavanger - Våland;SN44640;18.08.2024;15,6
Lade;SN68050;18.08.2024;13,8
Åsane;SN50810;18.08.2024;14,9
Skredderdalen;SN50570;18.08.2024;14,5
Bergen - Florida;SN50540;18.08.2024;17,3
Bergen - Florida Uib;SN50539;18.08.2024;17,3
Gullfjellet;SN50865;18.08.2024;14,2
Sædalen;SN50503;18.08.2024;15
Flesland;SN50500;18.08.2024;16,1
E18 Hjortnes;SN18690;19.08.2024;20,8
Oslo - Blindern;SN18700;19.08.2024;20,1
Oslo - Bygdøy Ii;SN18810;19.08.2024;20,4
Oslo - Hovin;SN18210;19.08.2024;19,7
Stavanger - Våland;SN44640;19.08.2024;19,1
Lade;SN68050;19.08.2024;16,5
Åsane;SN50810;19.08.2024;15,4
Skredderdalen;SN50570;19.08.2024;14,1
Bergen - Florida;SN50540;19.08.2024;16,3
Bergen - Florida Uib;SN50539;19.08.2024;16,3
Gullfjellet;SN50865;19.08.2024;13,2
Sædalen;SN50503;19.08.2024;14,7
Flesland;SN50500;19.08.2024;15,8
E18 Hjortnes;SN18690;20.08.2024;18,9
Oslo - Blindern;SN18700;20.08.2024;18,2
Oslo - Bygdøy Ii;SN18810;20.08.2024;18,8
Oslo - Hovin;SN18210;20.08.2024;18,3
Stavanger - Våland;SN44640;20.08.2024;18,1
Lade;SN68050;20.08.2024;22,6
Åsane;SN50810;20.08.2024;17,1
Skredderdalen;SN50570;20.08.2024;15,2
Bergen - Florida;SN50540;20.08.2024;17,1
Bergen - Florida Uib;SN50539;20.08.2024;17,2
Gullfjellet;SN50865;20.08.2024;14,9
Sædalen;SN50503;20.08.2024;15,5
Flesland;SN50500;20.08.2024;16,9
E18 Hjortnes;SN18690;21.08.2024;19,6
Oslo - Blindern;SN18700;21.08.2024;19,9
Oslo - Bygdøy Ii;SN18810;21.08.2024;20,7
Oslo - Hovin;SN18210;21.08.2024;19,6
Stavanger - Våland;SN44640;21.08.2024;18,4
Lade;SN68050;21.08.2024;20,4
Åsane;SN50810;21.08.2024;16,6
Skredderdalen;SN50570;21.08.2024;15,8
Bergen - Florida;SN50540;21.08.2024;17,5
Bergen - Florida Uib;SN50539;21.08.2024;17,5
Gullfjellet;SN50865;21.08.2024;14,5
Sædalen;SN50503;21.08.2024;16,6
Flesland;SN50500;21.08.2024;16,8
E18 Hjortnes;SN18690;22.08.2024;18,2
Oslo - Blindern;SN18700;22.08.2024;16,1
Oslo - Bygdøy Ii;SN18810;22.08.2024;17
Oslo - Hovin;SN18210;22.08.2024;17
Stavanger - Våland;SN44640;22.08.2024;15,7
Lade;SN68050;22.08.2024;18,3
Åsane;SN50810;22.08.2024;15,3
Skredderdalen;SN50570;22.08.2024;13,8
Bergen - Florida;SN50540;22.08.2024;15,4
Bergen - Florida Uib;SN50539;22.08.2024;15,4
Gullfjellet;SN50865;22.08.2024;13,9
Sædalen;SN50503;22.08.2024;14
Flesland;SN50500;22.08.2024;15,1
E18 Hjortnes;SN18690;23.08.2024;18,5
Oslo - Blindern;SN18700;23.08.2024;17,4
Oslo - Bygdøy Ii;SN18810;23.08.2024;18,2
Oslo - Hovin;SN18210;23.08.2024;17,5
Stavanger - Våland;SN44640;23.08.2024;14,4
Lade;SN68050;23.08.2024;16,5
Åsane;SN50810;23.08.2024;13,9
Skredderdalen;SN50570;23.08.2024;12,5
Bergen - Florida;SN50540;23.08.2024;14,7
Bergen - Florida Uib;SN50539;23.08.2024;14,8
Gullfjellet;SN50865;23.08.2024;12,8
Sædalen;SN50503;23.08.2024;13,6
Flesland;SN50500;23.08.2024;13,8
E18 Hjortnes;SN18690;24.08.2024;16,9
Oslo - Blindern;SN18700;24.08.2024;17
Oslo - Bygdøy Ii;SN18810;24.08.2024;16,9
Oslo - Hovin;SN18210;24.08.2024;15,9
Stavanger - Våland;SN44640;24.08.2024;17,7
Lade;SN68050;24.08.2024;18,3
Åsane;SN50810;24.08.2024;14,7
Skredderdalen;SN50570;24.08.2024;13,6
Bergen - Florida;SN50540;24.08.2024;15
Bergen - Florida Uib;SN50539;24.08.2024;15
Gullfjellet;SN50865;24.08.2024;12,9
Sædalen;SN50503;24.08.2024;13,3
Flesland;SN50500;24.08.2024;15,5
E18 Hjortnes;SN18690;25.08.2024;19
Oslo - Blindern;SN18700;25.08.2024;19,3
Oslo - Bygdøy Ii;SN18810;25.08.2024;19,7
Oslo - Hovin;SN18210;25.08.2024;18,8
Stavanger - Våland;SN44640;25.08.2024;15,9
Lade;SN68050;25.08.2024;18,4
Åsane;SN50810;25.08.2024;14,2
Skredderdalen;SN50570;25.08.2024;12,4
Bergen - Florida;SN50540;25.08.2024;14,4
Bergen - Florida Uib;SN50539;25.08.2024;14,5
Gullfjellet;SN50865;25.08.2024;11,8
Sædalen;SN50503;25.08.2024;12,6
Flesland;SN50500;25.08.2024;14,3
E18 Hjortnes;SN18690;26.08.2024;20,9
Oslo - Blindern;SN18700;26.08.2024;21,6
Oslo - Bygdøy Ii;SN18810;26.08.2024;20,7
Oslo - Hovin;SN18210;26.08.2024;20,5
Stavanger - Våland;SN44640;26.08.2024;15,8
Lade;SN68050;26.08.2024;16,4
Åsane;SN50810;26.08.2024;13,3
Skredderdalen;SN50570;26.08.2024;12,3
Bergen - Florida;SN50540;26.08.2024;15,1
Bergen - Florida Uib;SN50539;26.08.2024;15,1
Gullfjellet;SN50865;26.08.2024;11,7
Sædalen;SN50503;26.08.2024;12,8
Flesland;SN50500;26.08.2024;14,7
E18 Hjortnes;SN18690;27.08.2024;18
Oslo - Blindern;SN18700;27.08.2024;17,9
Oslo - Bygdøy Ii;SN18810;27.08.2024;18,4
Oslo - Hovin;SN18210;27.08.2024;17,5
Stavanger - Våland;SN44640;27.08.2024;17,8
Lade;SN68050;27.08.2024;17,2
Åsane;SN50810;27.08.2024;15,6
Skredderdalen;SN50570;27.08.2024;13,5
Bergen - Florida;SN50540;27.08.2024;15,3
Bergen - Florida Uib;SN50539;27.08.2024;15,4
Gullfjellet;SN50865;27.08.2024;13,5
Sædalen;SN50503;27.08.2024;13,7
Flesland;SN50500;27.08.2024;15,1
E18 Hjortnes;SN18690;28.08.2024;22,3
Oslo - Blindern;SN18700;28.08.2024;21,9
Oslo - Bygdøy Ii;SN18810;28.08.2024;22,8
Oslo - Hovin;SN18210;28.08.2024;22
Stavanger - Våland;SN44640;28.08.2024;23
Lade;SN68050;28.08.2024;20,6
Åsane;SN50810;28.08.2024;21
Skredderdalen;SN50570;28.08.2024;19,7
Bergen - Florida;SN50540;28.08.2024;21,4
Bergen - Florida Uib;SN50539;28.08.2024;21,3
Gullfjellet;SN50865;28.08.2024;18,6
Sædalen;SN50503;28.08.2024;19
Flesland;SN50500;28.08.2024;20,3
E18 Hjortnes;SN18690;29.08.2024;19,8
Oslo - Blindern;SN18700;29.08.2024;18,4
Oslo - Bygdøy Ii;SN18810;29.08.2024;18,9
Oslo - Hovin;SN18210;29.08.2024;19,9
Stavanger - Våland;SN44640;29.08.2024;20,4
Lade;SN68050;29.08.2024;24,2
Åsane;SN50810;29.08.2024;20,5
Skredderdalen;SN50570;29.08.2024;19,6
Bergen - Florida;SN50540;29.08.2024;21,3
Bergen - Florida Uib;SN50539;29.08.2024;21,3
Gullfjellet;SN50865;29.08.2024;18,9
Sædalen;SN50503;29.08.2024;19,4
Flesland;SN50500;29.08.2024;20,2
E18 Hjortnes;SN18690;30.08.2024;20,4
Oslo - Blindern;SN18700;30.08.2024;19,8
Oslo - Bygdøy Ii;SN18810;30.08.2024;20,7
Oslo - Hovin;SN18210;30.08.2024;19,7
Stavanger - Våland;SN44640;30.08.2024;15,8
Lade;SN68050;30.08.2024;18,4
Åsane;SN50810;30.08.2024;14,4
Skredderdalen;SN50570;30.08.2024;14,1
Bergen - Florida;SN50540;30.08.2024;15,9
Bergen - Florida Uib;SN50539;30.08.2024;16
Gullfjellet;SN50865;30.08.2024;12,6
Sædalen;SN50503;30.08.2024;14,6
Flesland;SN50500;30.08.2024;15,1
E18 Hjortnes;SN18690;31.08.2024;21,6
Oslo - Blindern;SN18700;31.08.2024;20,4
Oslo - Bygdøy Ii;SN18810;31.08.2024;21,8
Oslo - Hovin;SN18210;31.08.2024;20,6
Stavanger - Våland;SN44640;31.08.2024;18
Lade;SN68050;31.08.2024;13,7
Åsane;SN50810;31.08.2024;15,9
Skredderdalen;SN50570;31.08.2024;14,4
Bergen - Florida;SN50540;31.08.2024;17,6
Bergen - Florida Uib;SN50539;31.08.2024;17,7
Gullfjellet;SN50865;31.08.2024;13,6
Sædalen;SN50503;31.08.2024;15,2
Flesland;SN50500;31.08.2024;15,8
Oslo - Blindern;SN18700;01.09.2024;21,6
Oslo - Bygdøy Ii;SN18810;01.09.2024;21,8
Oslo - Hovin;SN18210;01.09.2024;21,8
Stavanger - Våland;SN44640;01.09.2024;20,4
Lade;SN68050;01.09.2024;14,9
Åsane;SN50810;01.09.2024;20
Skredderdalen;SN50570;01.09.2024;17,6
Bergen - Florida;SN50540;01.09.2024;22
Bergen - Florida Uib;SN50539;01.09.2024;22,2
Gullfjellet;SN50865;01.09.2024;18,8
Sædalen;SN50503;01.09.2024;20
Flesland;SN50500;01.09.2024;19,3
Oslo - Blindern;SN18700;02.09.2024;17,1
Oslo - Bygdøy Ii;SN18810;02.09.2024;16,4
Oslo - Hovin;SN18210;02.09.2024;19
Stavanger - Våland;SN44640;02.09.2024;21,2
Lade;SN68050;02.09.2024;20,9
Åsane;SN50810;02.09.2024;19,7
Skredderdalen;SN50570;02.09.2024;18,9
Bergen - Florida;SN50540;02.09.2024;22,2
Bergen - Florida Uib;SN50539;02.09.2024;22,1
Gullfjellet;SN50865;02.09.2024;19,3
Sædalen;SN50503;02.09.2024;21,1
Flesland;SN50500;02.09.2024;19,8
E18 Hjortnes;SN18690;03.09.2024;18,2
Oslo - Blindern;SN18700;03.09.2024;16,9
Oslo - Bygdøy Ii;SN18810;03.09.2024;17,5
Oslo - Hovin;SN18210;03.09.2024;17,4
Stavanger - Våland;SN44640;03.09.2024;18,2
Lade;SN68050;03.09.2024;19,8
Åsane;SN50810;03.09.2024;18,5
Skredderdalen;SN50570;03.09.2024;18,6
Bergen - Florida;SN50540;03.09.2024;19,8
Bergen - Florida Uib;SN50539;03.09.2024;19,8
Gullfjellet;SN50865;03.09.2024;16,9
Sædalen;SN50503;03.09.2024;17,6
Flesland;SN50500;03.09.2024;17,8
E18 Hjortnes;SN18690;04.09.2024;19,5
Oslo - Blindern;SN18700;04.09.2024;18,4
Oslo - Bygdøy Ii;SN18810;04.09.2024;18,9
Oslo - Hovin;SN18210;04.09.2024;18,9
Stavanger - Våland;SN44640;04.09.2024;20,7
Lade;SN68050;04.09.2024;23,6
Åsane;SN50810;04.09.2024;20,6
Skredderdalen;SN50570;04.09.2024;19,2
Bergen - Florida;SN50540;04.09.2024;20,7
Bergen - Florida Uib;SN50539;04.09.2024;20,8
Gullfjellet;SN50865;04.09.2024;19,6
Sædalen;SN50503;04.09.2024;20,6
Flesland;SN50500;04.09.2024;20,4
E18 Hjortnes;SN18690;05.09.2024;27,6
Oslo - Blindern;SN18700;05.09.2024;25,9
Oslo - Bygdøy Ii;SN18810;05.09.2024;26,7
Oslo - Hovin;SN18210;05.09.2024;26
Stavanger - Våland;SN44640;05.09.2024;29
Lade;SN68050;05.09.2024;21,8
Åsane;SN50810;05.09.2024;28,4
Skredderdalen;SN50570;05.09.2024;24,4
Bergen - Florida;SN50540;05.09.2024;28,6
Bergen - Florida Uib;SN50539;05.09.2024;28,8
Gullfjellet;SN50865;05.09.2024;27,3
Sædalen;SN50503;05.09.2024;29
Flesland;SN50500;05.09.2024;26,9
E18 Hjortnes;SN18690;06.09.2024;26,7
Oslo - Blindern;SN18700;06.09.2024;27,2
Oslo - Bygdøy Ii;SN18810;06.09.2024;26,9
Oslo - Hovin;SN18210;06.09.2024;25,9
Stavanger - Våland;SN44640;06.09.2024;27,1
Lade;SN68050;06.09.2024;22,3
Åsane;SN50810;06.09.2024;26,8
Skredderdalen;SN50570;06.09.2024;21,8
Bergen - Florida;SN50540;06.09.2024;27,6
Bergen - Florida Uib;SN50539;06.09.2024;27,7
Gullfjellet;SN50865;06.09.2024;25
Sædalen;SN50503;06.09.2024;26,7
Flesland;SN50500;06.09.2024;25,9
E18 Hjortnes;SN18690;07.09.2024;25,9
Oslo - Blindern;SN18700;07.09.2024;24,5
